LocationID,SpeciesName,SpeciesLatinName,ObservationYear,ObservationDay,ObservationDate,Season,EventName,Easting,Northing,loccounty,locregion
21033,Field Pansy,Viola arvensis,1977,132,11/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Violet,Viola hirta,1977,78,18/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Field Poppy,Papaver rhoeas,1977,151,30/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bird's Nest Orchid,Neottia nidus-avis,1977,154,2/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hemp Agrimony,Eupatorium cannabinum,1977,211,29/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tormentil,Potentilla erecta,1977,95,4/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Restharrow,Ononis repens,1977,199,17/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Broad Helleborine,Epipactis helleborine,1977,224,11/08/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Japanese Bindweed,Fallopia japonica,1977,243,30/08/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Speedwell,Veronica montana,1977,136,15/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Alkanet,Pentaglottis sempervirens,1977,91,31/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bearded Couch Grass,Elymus caninus,1977,206,24/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,White Melilot,Melilotus albus,1977,188,6/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Poa,Poa nemoralis,1977,151,30/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wood Medick,Melica uniflora,1977,121,30/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Couch Grass,Elytrigia repens,1977,182,30/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Zigzag Clover,Trifolium medium,1977,190,8/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Hairy Willow-herb,Epilobium hirsutum,1977,191,9/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sainfoin,Onobrychis viciifolia,1977,161,9/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Field Speedwell,Veronica officinalis,1977,164,12/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Germander Speedwell,Veronica chamaedrys,1977,97,6/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Marsh Horsetail,Equisetum palustre,1977,135,14/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232806,Elm,Ulmus procera,1977,62,3/03/1977,S,FIrst flowering,616000,244000,Suffolk,
232713,Field Poppy,Papaver rhoeas,1977,149,29/05/1977,S,FIrst flowering,565000,242000,Essex,
232806,Plum,,1977,103,13/04/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,White Campion,Silene latifolia,1977,137,17/05/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Hogweed,Heracleum sphondylium,1977,187,6/07/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,White Dead-nettle,Lamium album,1977,123,3/05/1977,S,FIrst flowering,616000,244000,Suffolk,
21033,Bush Vetch,Vicia sepium,1977,144,23/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dwarf Spurge,Euphorbia exigua,1977,189,7/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Periwinkle,Vinca minor,1977,68,8/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Bindweed,Fallopia convolvulus,1977,188,6/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Red Bartsia,Odontites vernus,1977,202,20/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Red Clover,Trifolium pratense,1977,145,24/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rayless Mayweed,Matricaria discoidea,1977,148,27/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wayfaring Tree,Viburnum lantana,1977,128,7/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tufted hair-grass,Deschampsia cespitosa,1977,163,11/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232806,Primrose,Primula vulgaris,1977,71,12/03/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Common Dog Violet,Viola riviniana,1977,67,8/03/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Cowslip,Primula veris,1977,104,14/04/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Scentless Mayweed,Tripleurospermum inodorum,1977,270,27/09/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Hazel,Corylus avellana,1977,40,9/02/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Elder,Sambucus nigra,1977,149,29/05/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Ragwort,Senecio jacobaea,1977,215,3/08/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Winter Aconite,Eranthis hyemalis,1977,44,13/02/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Germander Speedwell,Veronica chamaedrys,1977,137,17/05/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Yarrow,Achillea millefolium,1977,203,22/07/1977,S,FIrst flowering,616000,244000,Suffolk,
232806,Black Knapweed,Centaurea nigra,1977,235,23/08/1977,S,FIrst flowering,616000,244000,Suffolk,
21033,Sweet Violet,Viola odorata,1977,75,15/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Forgetmenot,Myosotis arvensis,1977,134,13/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Poplar,Populus nigra,1977,105,14/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Chalk Milkwort,Polygala calcarea,1977,135,14/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Long-head Poppy,Papaver dubium,1977,150,29/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Creeping Fescue,Festuca rubra,1977,135,14/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bracken,Pteridium aquilinum,1977,86,26/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pale Persicaria,Persicaria lapathifolia,1977,203,21/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Spindle,Euonymus europaeus,1977,151,30/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pale Wood Violet,Viola reichenbachiana,1977,79,19/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Corydalis,Pseudofumaria lutea,1977,120,29/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tall Fescue,Festuca arundinacea,1977,128,7/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Marjoram,Origanum vulgare,1977,204,22/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Narrow-leaved Meadow-grass,Poa angustifolia,1977,123,2/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tall Brome,Festuca gigantea ,1977,205,23/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rough Meadow Grass,Poa trivialis,1977,146,25/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Opium Poppy,Papaver somniferum,1977,188,6/07/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Grey Poplar,Populus alba x tremula = P. x canescens,1977,62,2/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Buttercup,Ranunculus acris,1977,125,4/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232806,Scarlet Pimpernel,Anagallis arvensis,1977,268,25/09/1977,S,FIrst flowering,616000,244000,Suffolk,
232809,Oxeye daisy,Leucanthemum vulgare,1977,174,23/06/1977,S,FIrst flowering,617000,263000,Suffolk,
232809,Dogwood,Cornus sanguinea,1977,174,23/06/1977,S,FIrst flowering,617000,263000,Suffolk,
21033,Goldilocks,Ranunculus auricomus,1977,107,16/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Fleabane,Pulicaria dysenterica,1977,225,12/08/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Creeping Buttercup,Ranunculus repens,1977,134,13/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Rattle,Rhinanthus minor,1977,163,11/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Mignonette,Reseda lutea,1977,152,31/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Cherry-plum,Prunus cerasifera,1977,69,9/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Wild Cherry, Gean"," Gean""",1977,98,7/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Buckthorn,Rhamnus cathartica,1977,156,4/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
230284,Greater Bindweed,Clystegia sepium sylvatica,1977,185,4/07/1977,S,FIrst flowering,208000,582000,Ayrshire,Scotland
21033,Dewberry,Rubus caesius,1977,155,3/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Weld,Reseda luteola,1977,161,9/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
230284,Ivy,Hedera helix,1977,264,21/09/1977,A,FIrst flowering,208000,582000,Ayrshire,Scotland
235391,Blackthorn,Prunus spinosa,1977,86,27/03/1977,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
21033,Gooseberry,Ribes uva-crispa,1977,99,8/04/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Dog Violet,Viola riviniana,1977,90,30/03/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Beech,Fagus sylvatica,1977,145,24/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dropwort,Filipendula vulgaris,1977,164,12/06/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Fumitory,Fumaria officinalis,1977,122,1/05/1977,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232582,Winter Aconite,Eranthis hyemalis,1977,37,6/02/1977,S,FIrst flowering,512000,298000,Cambridgeshire,
232838,Chicory,Cichorium intybus,1977,223,11/08/1977,S,FIrst flowering,627000,249000,Suffolk,
235391,Colt's-foot,Tussilago farfara,1977,67,8/03/1977,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
235391,Garlic mustard,Alliaria petiolata,1977,113,23/04/1977,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
230284,Colt's-foot,Tussilago farfara,1977,32,1/02/1977,S,FIrst flowering,208000,582000,Ayrshire,Scotland
230284,Bluebell,Hyacinthoides non-scripta,1977,186,5/07/1977,S,FIrst flowering,208000,582000,Ayrshire,Scotland
232809,Strawberry,Fragaria ananassa,1977,174,23/06/1977,S,FIrst flowering,617000,263000,Suffolk,
232809,Bee Orchid,Ophrys apifera,1977,174,23/06/1977,S,FIrst flowering,617000,263000,Suffolk,
232842,Ivy,Hedera helix,1977,259,16/09/1977,A,FIrst flowering,630000,234000,Suffolk,
232842,Greater Stitchwort,Stellaria holostea,1977,109,19/04/1977,S,FIrst flowering,630000,234000,Suffolk,
232682,Garlic mustard,Alliaria petiolata,1977,67,8/03/1977,S,FIrst flowering,541000,206000,Essex,
232582,Cowslip,Primula veris,1977,131,11/05/1977,S,FIrst flowering,512000,298000,Cambridgeshire,
232216,Bluebell,Hyacinthoides non-scripta,1977,131,11/05/1977,S,FIrst flowering,145000,38000,Cornwall,
232904,Greater Bindweed,Clystegia sepium sylvatica,1977,185,4/07/1977,S,FIrst flowering,503000,159000,Surrey,
232806,Oxeye daisy,Leucanthemum vulgare,1978,165,14/06/1978,S,FIrst flowering,616000,244000,Suffolk,
232866,Foxglove,Digitalis purpurea,1978,208,27/07/1978,S,FIrst flowering,644000,269000,Suffolk,
232866,Yellow Rattle,Rhinanthus minor,1978,208,27/07/1978,S,FIrst flowering,644000,269000,Suffolk,
232866,Hemp Agrimony,Eupatorium cannabinum,1978,208,27/07/1978,S,FIrst flowering,644000,269000,Suffolk,
232819,Ground Ivy,Glechoma hederacea,1978,96,6/04/1978,S,FIrst flowering,621000,240000,Suffolk,
34472,Oxeye daisy,Leucanthemum vulgare,1978,146,26/05/1978,S,FIrst flowering,256700,257400,Dyfed             ,Wales
232819,Lesser celandine,Ranunculus ficaria,1978,96,6/04/1978,S,FIrst flowering,621000,240000,Suffolk,
44285,Snowdrop,Galanthus nivalis,1978,13,13/01/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
21033,Goat's Rue,Galega officinalis,1978,203,21/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
34472,Hazel,Corylus avellana,1978,59,28/02/1978,S,FIrst flowering,256700,257400,Dyfed             ,Wales
44285,Winter Aconite,Eranthis hyemalis,1978,1,1/01/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
44285,Primrose,Primula vulgaris,1978,105,15/04/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
44285,Goat Willow,Salix caprea,1978,46,15/02/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
44285,Yellow Crocus,Crocus spp.,1978,55,24/02/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
235391,Dog rose,Rosa canina,1978,175,24/06/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
44285,Daffodil,Narcissus pseudonarcissus,1978,72,13/03/1978,S,FIrst flowering,622900,312400,Norfolk           ,East of England
232842,Field Poppy,Papaver rhoeas,1978,190,9/07/1978,S,FIrst flowering,630000,234000,Suffolk,
232781,Ivy-leaved Toadflax,Cymbalaria muralis,1978,271,28/09/1978,S,FIrst flowering,605000,246000,Suffolk,
232582,Snowdrop,Galanthus nivalis,1978,36,5/02/1978,S,FIrst flowering,512000,298000,Cambridgeshire,
232800,Colt's-foot,Tussilago farfara,1978,85,26/03/1978,S,FIrst flowering,615000,240000,Suffolk,
20240,Snowdrop,Galanthus nivalis,1978,53,22/02/1978,S,FIrst flowering,404302,457484,North Yorkshire,Yorkshire & Humber
232694,Snowdrop,Galanthus nivalis,1978,10,10/01/1978,S,FIrst flowering,547000,251000,Cambridgeshire,
21033,Chiltern Gentian,Gentianella germanica,1978,176,24/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Alder,Alnus glutinosa,1978,58,27/02/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Sorrel,Rumex acetosa,1978,144,23/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Raspberry,Rubus idaeus,1978,150,29/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
231687,Colt's-foot,Tussilago farfara,1978,36,5/02/1978,S,FIrst flowering,460000,280000,Northamptonshire,
235391,Cocksfoot,Dactylis glomerata,1978,70,11/03/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
235391,Snowdrop,Galanthus nivalis,1978,50,19/02/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
232694,Yellow Crocus,Crocus spp.,1978,58,27/02/1978,S,FIrst flowering,547000,251000,Cambridgeshire,
235391,Bluebell,Hyacinthoides non-scripta,1978,140,20/05/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
235391,Oxeye daisy,Leucanthemum vulgare,1978,163,12/06/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
232806,Snowdrop,Galanthus nivalis,1978,60,1/03/1978,S,FIrst flowering,616000,244000,Suffolk,
232806,Tansy,Tanacetum vulgare,1978,225,13/08/1978,S,FIrst flowering,616000,244000,Suffolk,
21033,Curled Dock,Rumex crispus,1978,155,3/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser celandine,Ranunculus ficaria,1978,56,25/02/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Guelder Rose,Viburnum opulus,1978,157,5/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
235391,Hawthorn,Crataegus monogyna,1978,145,25/05/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
235391,Cuckooflower,Cardamine pratensis,1978,121,1/05/1978,S,FIrst flowering,399800,303100,West Midlands     ,West Midlands     
21033,Meadow foxtail,Alopecurus pratensis,1978,109,18/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
231856,Wood anemone,Anemone nemorosa,1978,88,29/03/1978,S,FIrst flowering,344000,109000,Somerset,
21033,Cut-leaved Cranesbill,Geranium dissectum,1978,159,7/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Almond Willow,Salix triandra,1978,125,4/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Pond-sedge,Carex acutiformis,1978,110,19/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Salad Burnet,Poterium sanguisorba,1978,130,9/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dame's Violet,Hesperis matronalis,1978,129,8/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Broad-leaved Dock,Rumex obtusifolius,1978,161,9/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Cleavers,Galium aparine,1978,147,26/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Chicory,Cichorium intybus,1978,206,24/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bugle,Ajuga reptans,1978,130,9/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Holly,Ilex aquifolium,1978,151,30/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Primrose,Primula vulgaris,1978,56,25/02/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Fen Bedstraw,Galium uliginosum,1978,161,9/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Lime,Tilia platyphyllos x cordata = T. x europaea,1978,192,10/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Cowslip,Primula veris,1978,97,6/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Procumbent Pearlwort,Sagina procumbens,1978,144,23/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Brown Sedge,Carex disticha,1978,161,9/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sharp Dock,Rumex conglomeratus,1978,169,17/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Heath Bedstraw,Galium saxatile,1978,164,12/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Red-veined Dock,Rumex sanguineus,1978,183,1/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bramble,Rubus fruticosus agg.,1978,155,3/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Tansy,Tanacetum vulgare,1978,209,27/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Twayblade,Neottia ovata,1978,147,26/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ground Ivy,Glechoma hederacea,1978,106,15/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Flote-grass,Glyceria fluitans,1978,171,19/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Figwort,Scrophularia nodosa,1978,163,11/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Rough Hawkbit,Leontodon hispidus,1978,153,1/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Goat Willow,Salix caprea,1978,81,21/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Clustered Bell-flower,Campanula glomerata,1978,186,4/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Timothy,Phleum pratense,1978,163,11/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Common Rockrose,Helianthemum nummularium,1978,155,3/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hornbeam,Carpinus betulus,1978,132,11/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Oat,Helictotrichon pubescens,1978,145,24/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Glaucous sedge,Carex panicea,1978,147,26/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Basil,Clinopodium vulgare,1978,203,21/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Mountain Cranesbill,Geranium pyrenaicum,1978,147,26/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Spear-leaved Orache,Atriplex prostrata,1978,190,8/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Bitter Vetch,Lathyrus latifolius,1978,169,17/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pale Toadflax,Linaria repens,1978,195,13/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Lesser Bindweed,Convolvulus arvensis,1978,206,24/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Honesty,Lunaria annua,1978,91,31/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ivy-leaved Toadflax,Cymbalaria muralis,1978,105,14/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Horehound,Ballota nigra,1978,182,30/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Upright Hedge-parsley,Torilis japonica,1978,193,11/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wild Carrot,Daucus carota subsp. carota,1978,188,6/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Brome,Bromus hordeaceus,1978,131,10/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Birdsfoot-trefoil,Lotus corniculatus,1978,144,23/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232307,Ivy,Hedera helix,1978,232,20/08/1978,A,FIrst flowering,306000,92000,Devon,
21033,Smooth Hawk's-beard,Crepis capillaris,1978,159,7/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Heath False-brome,Brachypodium pinnatum,1978,168,16/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Turnip, Naven"," Naven""",1978,96,5/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Moschatel,Adoxa moschatellina,1978,98,7/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Pear,Prunus communis,1978,118,27/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Fool's Parsley,Aethusa cynapium,1978,156,4/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Welted Thistle,Carduus acanthoides,1978,159,7/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Nettle-leaved Bell-flower,Campanula trachelium,1978,189,7/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Purple Willow,Salix purpurea,1978,107,16/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Blackthorn,Prunus spinosa,1978,97,6/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
232307,Garlic mustard,Alliaria petiolata,1978,110,20/04/1978,S,FIrst flowering,306000,92000,Devon,
21033,Black Knapweed,Centaurea nigra,1978,173,21/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Musk Thistle,Carduus nutans,1978,170,18/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,"Wood Avens, Herb Robert"," Herb Robert""",1978,156,4/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Foxglove,Digitalis purpurea,1978,158,6/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Osier,Salix viminalis,1978,91,31/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Wall Barley,Hordeum murinum,1978,155,3/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hairy Bitter-cress,Cardamine hirsuta,1978,84,24/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yarrow,Achillea millefolium,1978,182,30/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Agrimony,Agrimonia eupatoria,1978,185,3/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Green Hellebore,Helleborus viridis,1978,64,4/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Garlic mustard,Alliaria petiolata,1978,119,28/04/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ground Elder,Aegopodium podagraria,1978,157,5/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Great Bindweed,Calystegia silvatica,1978,181,29/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Reed-grass,Glyceria maxima,1978,184,2/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Colt's-foot,Tussilago farfara,1978,64,4/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Ivy,Hedera helix,1978,256,12/09/1978,A,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Marsh Foxtail Grass,Alopecurus geniculatus,1978,146,25/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Dog rose,Rosa canina,1978,156,4/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Meadow Barley,Hordeum secalinum,1978,191,9/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hogweed,Heracleum sphondylium,1978,159,7/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hawkweed,Hieracium sabaudum,1978,212,30/07/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Nipplewort,Lapsana communis,1978,169,17/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Black Twitch Grass,Alopecurus myosuroides,1978,147,26/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Yellow Oat,Trisetum flavescens,1978,156,4/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Hammer Sedge,Carex hirta,1978,150,29/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Greater Knapweed,Centaurea scabiosa,1978,176,24/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Opposite-leaved Golden Saxifrage,Chrysosplenium oppositifolium,1978,81,21/03/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Sanicle,Sanicula europaea,1978,142,21/05/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
21033,Panicled Sedge,Carex paniculata ,1978,168,16/06/1978,S,FIrst flowering,475800,199100,Oxfordshire       ,South East
