species,year,doy
bromopsis inermis,2011,224
bromopsis inermis,2011,222
bromopsis inermis,2011,224
bromopsis inermis,2012,185
bromopsis inermis,2012,207
bromopsis inermis,2012,209
bromopsis inermis,2012,213
bromopsis inermis,2012,213
bromopsis inermis,2012,177
bromopsis inermis,2012,197
bromopsis inermis,2012,199
bromopsis inermis,2012,201
bromopsis inermis,2012,203
bromopsis inermis,2012,205
bromopsis inermis,2012,207
bromopsis inermis,2012,209
bromopsis inermis,2012,215
bromopsis inermis,2013,212
bromopsis inermis,2013,194
bromopsis inermis,2013,196
bromopsis inermis,2013,198
bromopsis inermis,2013,200
bromopsis inermis,2013,202
bromopsis inermis,2013,202
bromopsis inermis,2013,192
bromopsis inermis,2013,194
bromopsis inermis,2013,196
bromopsis inermis,2013,198
bromopsis inermis,2013,200
bromopsis inermis,2013,202
bromopsis inermis,2013,204
bromopsis inermis,2013,206
bromopsis inermis,2013,208
bromopsis inermis,2013,210
bromopsis inermis,2013,200
bromopsis inermis,2013,206
bromopsis inermis,2013,208
bromopsis inermis,2013,210
bromopsis inermis,2013,202
bromopsis inermis,2013,206
bromopsis inermis,2013,208
bromopsis inermis,2013,206
bromopsis inermis,2013,196
bromopsis inermis,2013,198
bromopsis inermis,2013,202
bromopsis inermis,2013,204
bromopsis inermis,2013,206
bromopsis inermis,2013,208
bromopsis inermis,2013,210
bromopsis inermis,2013,212
bromopsis inermis,2013,214
bromopsis inermis,2013,190
bromopsis inermis,2013,194
bromopsis inermis,2013,198
bromopsis inermis,2013,200
bromopsis inermis,2013,202
bromopsis inermis,2013,204
bromopsis inermis,2013,208
bromopsis inermis,2013,210
bromopsis inermis,2013,212
bromopsis inermis,2013,214
bromopsis inermis,2013,200
bromopsis inermis,2013,202
bromopsis inermis,2013,204
bromopsis inermis,2014,202
bromopsis inermis,2014,200
bromopsis inermis,2014,202
bromopsis inermis,2014,204
bromopsis inermis,2014,212
bromopsis inermis,2014,214
bromopsis inermis,2014,202
bromopsis inermis,2014,204
bromopsis inermis,2014,214
bromopsis inermis,2014,204
bromopsis inermis,2014,208
bromopsis inermis,2014,202
bromopsis inermis,2014,208
bromopsis inermis,2014,208
bromopsis inermis,2014,212
bromopsis inermis,2014,200
bromopsis inermis,2014,202
bromopsis inermis,2014,204
bromopsis inermis,2014,210
bromopsis inermis,2014,200
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,217
bromopsis inermis,2015,219
bromopsis inermis,2015,221
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,215
bromopsis inermis,2015,217
bromopsis inermis,2015,219
bromopsis inermis,2015,221
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,205
bromopsis inermis,2015,194
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,211
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,186
bromopsis inermis,2015,188
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,182
bromopsis inermis,2015,184
bromopsis inermis,2015,186
bromopsis inermis,2015,188
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,194
bromopsis inermis,2015,198
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,186
bromopsis inermis,2015,188
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,217
bromopsis inermis,2015,219
bromopsis inermis,2015,186
bromopsis inermis,2015,188
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,215
bromopsis inermis,2015,217
bromopsis inermis,2015,215
bromopsis inermis,2015,219
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2015,231
bromopsis inermis,2015,190
bromopsis inermis,2015,192
bromopsis inermis,2015,194
bromopsis inermis,2015,196
bromopsis inermis,2015,198
bromopsis inermis,2015,201
bromopsis inermis,2015,203
bromopsis inermis,2015,205
bromopsis inermis,2015,207
bromopsis inermis,2015,209
bromopsis inermis,2015,211
bromopsis inermis,2015,213
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,191
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,201
bromopsis inermis,2016,203
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,195
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,201
bromopsis inermis,2016,203
bromopsis inermis,2016,205
bromopsis inermis,2016,207
bromopsis inermis,2016,209
bromopsis inermis,2016,211
bromopsis inermis,2016,213
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,195
bromopsis inermis,2016,197
bromopsis inermis,2016,201
bromopsis inermis,2016,203
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,195
bromopsis inermis,2016,197
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,195
bromopsis inermis,2016,197
bromopsis inermis,2016,199
bromopsis inermis,2016,201
bromopsis inermis,2016,203
bromopsis inermis,2016,191
bromopsis inermis,2016,193
bromopsis inermis,2016,193
bromopsis inermis,2017,195
bromopsis inermis,2017,198
bromopsis inermis,2017,207
bromopsis inermis,2017,195
bromopsis inermis,2017,198
bromopsis inermis,2017,200
bromopsis inermis,2017,202
bromopsis inermis,2017,205
bromopsis inermis,2017,207
bromopsis inermis,2017,209
bromopsis inermis,2017,212
bromopsis inermis,2017,214
bromopsis inermis,2017,216
bromopsis inermis,2017,219
bromopsis inermis,2017,221
bromopsis inermis,2017,205
bromopsis inermis,2017,207
bromopsis inermis,2017,212
bromopsis inermis,2017,214
bromopsis inermis,2017,212
bromopsis inermis,2017,195
bromopsis inermis,2017,195
bromopsis inermis,2017,198
chenopodium album,1985,215
chenopodium album,1985,217
chenopodium album,1985,219
chenopodium album,1985,221
chenopodium album,1985,224
chenopodium album,1985,219
chenopodium album,1985,221
chenopodium album,1985,224
chenopodium album,1995,259
chenopodium album,1995,261
chenopodium album,1995,263
chenopodium album,1995,265
chenopodium album,1996,215
chenopodium album,1996,218
chenopodium album,1996,223
chenopodium album,1997,196
chenopodium album,1997,198
chenopodium album,1997,200
chenopodium album,1997,240
chenopodium album,1997,242
chenopodium album,1997,245
chenopodium album,1997,247
chenopodium album,1997,210
chenopodium album,1998,191
chenopodium album,1998,193
chenopodium album,1999,231
chenopodium album,1999,223
chenopodium album,1999,239
chenopodium album,1999,225
chenopodium album,1999,228
chenopodium album,1999,231
chenopodium album,2001,208
chenopodium album,2001,213
chenopodium album,2001,218
chenopodium album,2001,221
chenopodium album,2001,225
chenopodium album,2001,234
chenopodium album,2001,236
chenopodium album,2003,214
chenopodium album,2003,216
chenopodium album,2003,218
chenopodium album,2003,220
chenopodium album,2003,222
chenopodium album,2003,232
chenopodium album,2003,234
chenopodium album,2003,222
chenopodium album,2003,226
chenopodium album,2004,210
chenopodium album,2004,212
chenopodium album,2004,214
chenopodium album,2004,216
chenopodium album,2004,218
chenopodium album,2004,220
chenopodium album,2004,222
chenopodium album,2006,198
chenopodium album,2006,200
chenopodium album,2006,220
chenopodium album,2006,222
chenopodium album,2006,236
chenopodium album,2006,206
chenopodium album,2006,198
chenopodium album,2006,220
chenopodium album,2006,222
chenopodium album,2006,196
chenopodium album,2006,200
chenopodium album,2006,204
chenopodium album,2006,220
chenopodium album,2006,222
chenopodium album,2006,226
chenopodium album,2006,234
chenopodium album,2006,236
chenopodium album,2007,204
chenopodium album,2007,206
chenopodium album,2007,212
chenopodium album,2007,214
chenopodium album,2007,210
chenopodium album,2007,226
chenopodium album,2007,204
chenopodium album,2007,206
chenopodium album,2007,210
chenopodium album,2007,214
chenopodium album,2017,239
chenopodium album,2017,241
chenopodium album,2017,244
chenopodium album,2017,247
chenopodium album,2017,249
chenopodium album,2017,251
heliomeris multiflora,1979,241
heliomeris multiflora,1979,243
heliomeris multiflora,1979,246
heliomeris multiflora,1979,248
heliomeris multiflora,1979,250
heliomeris multiflora,1980,233
heliomeris multiflora,1980,235
heliomeris multiflora,1980,239
heliomeris multiflora,1980,242
heliomeris multiflora,1981,209
heliomeris multiflora,1981,211
heliomeris multiflora,1981,214
heliomeris multiflora,1981,216
heliomeris multiflora,1981,218
heliomeris multiflora,1981,221
heliomeris multiflora,1981,224
heliomeris multiflora,1981,227
heliomeris multiflora,1981,229
heliomeris multiflora,1981,232
heliomeris multiflora,1981,234
heliomeris multiflora,1981,190
heliomeris multiflora,1981,192
heliomeris multiflora,1981,194
heliomeris multiflora,1981,197
heliomeris multiflora,1981,199
heliomeris multiflora,1981,201
heliomeris multiflora,1981,204
heliomeris multiflora,1981,206
heliomeris multiflora,1981,209
heliomeris multiflora,1981,211
heliomeris multiflora,1981,214
heliomeris multiflora,1981,216
heliomeris multiflora,1981,218
heliomeris multiflora,1981,221
heliomeris multiflora,1981,224
heliomeris multiflora,1981,227
heliomeris multiflora,1981,229
heliomeris multiflora,1981,232
heliomeris multiflora,1981,234
heliomeris multiflora,1981,236
heliomeris multiflora,1981,238
heliomeris multiflora,1981,240
heliomeris multiflora,1981,243
heliomeris multiflora,1981,245
heliomeris multiflora,1981,248
heliomeris multiflora,1981,251
heliomeris multiflora,1981,255
heliomeris multiflora,1981,259
heliomeris multiflora,1982,225
heliomeris multiflora,1982,227
heliomeris multiflora,1982,230
heliomeris multiflora,1982,232
heliomeris multiflora,1982,234
heliomeris multiflora,1982,236
heliomeris multiflora,1982,238
heliomeris multiflora,1982,241
heliomeris multiflora,1982,243
heliomeris multiflora,1982,245
heliomeris multiflora,1982,247
heliomeris multiflora,1982,204
heliomeris multiflora,1982,206
heliomeris multiflora,1982,208
heliomeris multiflora,1982,210
heliomeris multiflora,1982,212
heliomeris multiflora,1982,215
heliomeris multiflora,1982,217
heliomeris multiflora,1982,220
heliomeris multiflora,1982,223
heliomeris multiflora,1982,225
heliomeris multiflora,1982,227
heliomeris multiflora,1982,230
heliomeris multiflora,1982,232
heliomeris multiflora,1982,234
heliomeris multiflora,1982,236
heliomeris multiflora,1982,238
heliomeris multiflora,1982,241
heliomeris multiflora,1982,243
heliomeris multiflora,1982,245
heliomeris multiflora,1982,247
heliomeris multiflora,1982,250
heliomeris multiflora,1982,253
heliomeris multiflora,1982,255
heliomeris multiflora,1982,258
heliomeris multiflora,1982,260
heliomeris multiflora,1982,238
heliomeris multiflora,1982,241
heliomeris multiflora,1982,243
heliomeris multiflora,1982,245
heliomeris multiflora,1982,247
heliomeris multiflora,1982,250
heliomeris multiflora,1983,227
heliomeris multiflora,1983,230
heliomeris multiflora,1983,232
heliomeris multiflora,1983,235
heliomeris multiflora,1983,238
heliomeris multiflora,1983,241
heliomeris multiflora,1983,245
heliomeris multiflora,1983,247
heliomeris multiflora,1983,212
heliomeris multiflora,1983,214
heliomeris multiflora,1983,219
heliomeris multiflora,1983,222
heliomeris multiflora,1983,224
heliomeris multiflora,1983,227
heliomeris multiflora,1983,230
heliomeris multiflora,1983,232
heliomeris multiflora,1983,235
heliomeris multiflora,1983,238
heliomeris multiflora,1983,241
heliomeris multiflora,1983,245
heliomeris multiflora,1983,245
heliomeris multiflora,1983,247
heliomeris multiflora,1983,251
heliomeris multiflora,1983,254
heliomeris multiflora,1983,256
heliomeris multiflora,1983,258
heliomeris multiflora,1984,231
heliomeris multiflora,1984,233
heliomeris multiflora,1984,235
heliomeris multiflora,1984,237
heliomeris multiflora,1984,240
heliomeris multiflora,1984,243
heliomeris multiflora,1984,246
heliomeris multiflora,1984,249
heliomeris multiflora,1984,252
heliomeris multiflora,1984,246
heliomeris multiflora,1984,249
heliomeris multiflora,1984,252
heliomeris multiflora,1984,256
heliomeris multiflora,1984,217
heliomeris multiflora,1984,219
heliomeris multiflora,1984,221
heliomeris multiflora,1984,223
heliomeris multiflora,1984,225
heliomeris multiflora,1984,227
heliomeris multiflora,1984,229
heliomeris multiflora,1984,231
heliomeris multiflora,1984,233
heliomeris multiflora,1984,235
heliomeris multiflora,1984,237
heliomeris multiflora,1984,240
heliomeris multiflora,1984,243
heliomeris multiflora,1984,246
heliomeris multiflora,1984,249
heliomeris multiflora,1984,228
heliomeris multiflora,1984,230
heliomeris multiflora,1984,232
heliomeris multiflora,1984,241
heliomeris multiflora,1985,217
heliomeris multiflora,1985,219
heliomeris multiflora,1985,221
heliomeris multiflora,1985,224
heliomeris multiflora,1985,228
heliomeris multiflora,1985,230
heliomeris multiflora,1985,235
heliomeris multiflora,1985,237
heliomeris multiflora,1985,240
heliomeris multiflora,1986,209
heliomeris multiflora,1986,211
heliomeris multiflora,1986,213
heliomeris multiflora,1986,216
heliomeris multiflora,1986,219
heliomeris multiflora,1986,221
heliomeris multiflora,1986,223
heliomeris multiflora,1986,225
heliomeris multiflora,1986,213
heliomeris multiflora,1986,215
heliomeris multiflora,1986,218
heliomeris multiflora,1986,220
heliomeris multiflora,1986,222
heliomeris multiflora,1986,225
heliomeris multiflora,1986,227
heliomeris multiflora,1986,230
heliomeris multiflora,1986,232
heliomeris multiflora,1986,235
heliomeris multiflora,1986,238
heliomeris multiflora,1986,240
heliomeris multiflora,1986,218
heliomeris multiflora,1986,220
heliomeris multiflora,1986,222
heliomeris multiflora,1986,225
heliomeris multiflora,1986,227
heliomeris multiflora,1986,230
heliomeris multiflora,1986,232
heliomeris multiflora,1986,235
heliomeris multiflora,1986,238
heliomeris multiflora,1986,240
heliomeris multiflora,1986,243
heliomeris multiflora,1987,223
heliomeris multiflora,1987,225
heliomeris multiflora,1987,227
heliomeris multiflora,1987,229
heliomeris multiflora,1987,231
heliomeris multiflora,1987,225
heliomeris multiflora,1987,227
heliomeris multiflora,1987,229
heliomeris multiflora,1987,231
heliomeris multiflora,1987,233
heliomeris multiflora,1987,235
heliomeris multiflora,1987,237
heliomeris multiflora,1987,239
heliomeris multiflora,1987,241
heliomeris multiflora,1987,243
heliomeris multiflora,1987,245
heliomeris multiflora,1987,247
heliomeris multiflora,1987,249
heliomeris multiflora,1987,233
heliomeris multiflora,1987,235
heliomeris multiflora,1987,237
heliomeris multiflora,1987,239
heliomeris multiflora,1987,241
heliomeris multiflora,1987,243
heliomeris multiflora,1987,245
heliomeris multiflora,1987,247
heliomeris multiflora,1987,249
heliomeris multiflora,1987,251
heliomeris multiflora,1987,253
heliomeris multiflora,1988,209
heliomeris multiflora,1988,211
heliomeris multiflora,1988,213
heliomeris multiflora,1988,215
heliomeris multiflora,1988,218
heliomeris multiflora,1988,221
heliomeris multiflora,1988,223
heliomeris multiflora,1988,225
heliomeris multiflora,1988,227
heliomeris multiflora,1988,230
heliomeris multiflora,1988,215
heliomeris multiflora,1988,218
heliomeris multiflora,1988,220
heliomeris multiflora,1988,223
heliomeris multiflora,1988,225
heliomeris multiflora,1988,218
heliomeris multiflora,1988,221
heliomeris multiflora,1988,223
heliomeris multiflora,1988,225
heliomeris multiflora,1988,227
heliomeris multiflora,1988,230
heliomeris multiflora,1988,232
heliomeris multiflora,1988,234
heliomeris multiflora,1988,237
heliomeris multiflora,1991,218
heliomeris multiflora,1991,221
heliomeris multiflora,1991,224
heliomeris multiflora,1991,226
heliomeris multiflora,1991,228
heliomeris multiflora,1991,230
heliomeris multiflora,1991,232
heliomeris multiflora,1991,234
heliomeris multiflora,1991,236
heliomeris multiflora,1991,238
heliomeris multiflora,1991,240
heliomeris multiflora,1991,242
heliomeris multiflora,1991,245
heliomeris multiflora,1991,248
heliomeris multiflora,1991,252
heliomeris multiflora,1991,224
heliomeris multiflora,1991,226
heliomeris multiflora,1991,228
heliomeris multiflora,1991,230
heliomeris multiflora,1991,232
heliomeris multiflora,1991,234
heliomeris multiflora,1991,236
heliomeris multiflora,1991,238
heliomeris multiflora,1991,240
heliomeris multiflora,1991,224
heliomeris multiflora,1991,226
heliomeris multiflora,1991,228
heliomeris multiflora,1991,230
heliomeris multiflora,1991,232
heliomeris multiflora,1991,234
heliomeris multiflora,1991,236
heliomeris multiflora,1991,238
heliomeris multiflora,1991,240
heliomeris multiflora,1991,242
heliomeris multiflora,1991,245
heliomeris multiflora,1991,248
heliomeris multiflora,1991,236
heliomeris multiflora,1992,223
heliomeris multiflora,1992,225
heliomeris multiflora,1992,227
heliomeris multiflora,1992,207
heliomeris multiflora,1992,209
heliomeris multiflora,1992,211
heliomeris multiflora,1992,214
heliomeris multiflora,1992,217
heliomeris multiflora,1992,219
heliomeris multiflora,1992,223
heliomeris multiflora,1992,225
heliomeris multiflora,1992,227
heliomeris multiflora,1992,230
heliomeris multiflora,1992,232
heliomeris multiflora,1992,234
heliomeris multiflora,1992,237
heliomeris multiflora,1993,236
heliomeris multiflora,1993,238
heliomeris multiflora,1993,240
heliomeris multiflora,1993,229
heliomeris multiflora,1993,231
heliomeris multiflora,1993,234
heliomeris multiflora,1993,236
heliomeris multiflora,1993,238
heliomeris multiflora,1993,240
heliomeris multiflora,1993,229
heliomeris multiflora,1993,231
heliomeris multiflora,1993,234
heliomeris multiflora,1993,236
heliomeris multiflora,1993,238
heliomeris multiflora,1993,240
heliomeris multiflora,1993,222
heliomeris multiflora,1993,226
heliomeris multiflora,1993,229
heliomeris multiflora,1993,231
heliomeris multiflora,1993,240
heliomeris multiflora,1993,236
heliomeris multiflora,1993,238
heliomeris multiflora,1993,240
heliomeris multiflora,1994,233
heliomeris multiflora,1994,236
heliomeris multiflora,1994,233
heliomeris multiflora,1994,236
heliomeris multiflora,1994,240
heliomeris multiflora,1994,244
heliomeris multiflora,1995,238
heliomeris multiflora,1995,240
heliomeris multiflora,1995,242
heliomeris multiflora,1995,244
heliomeris multiflora,1995,246
heliomeris multiflora,1995,248
heliomeris multiflora,1995,250
heliomeris multiflora,1995,253
heliomeris multiflora,1995,255
heliomeris multiflora,1995,257
heliomeris multiflora,1995,259
heliomeris multiflora,1995,261
heliomeris multiflora,1995,263
heliomeris multiflora,1995,250
heliomeris multiflora,1995,253
heliomeris multiflora,1995,255
heliomeris multiflora,1995,257
heliomeris multiflora,1995,259
heliomeris multiflora,1995,261
heliomeris multiflora,1995,263
heliomeris multiflora,1996,225
heliomeris multiflora,1996,228
heliomeris multiflora,1996,230
heliomeris multiflora,1997,230
heliomeris multiflora,1997,232
heliomeris multiflora,1997,222
heliomeris multiflora,1997,224
heliomeris multiflora,1997,226
heliomeris multiflora,1997,228
heliomeris multiflora,1997,230
heliomeris multiflora,1997,232
heliomeris multiflora,1997,234
heliomeris multiflora,1997,236
heliomeris multiflora,1998,212
heliomeris multiflora,1998,214
heliomeris multiflora,1998,216
heliomeris multiflora,1998,218
heliomeris multiflora,1998,220
heliomeris multiflora,1998,222
heliomeris multiflora,1998,225
heliomeris multiflora,1998,227
heliomeris multiflora,1998,229
heliomeris multiflora,1998,231
heliomeris multiflora,1998,233
heliomeris multiflora,1998,235
heliomeris multiflora,1998,237
heliomeris multiflora,1998,218
heliomeris multiflora,1998,220
heliomeris multiflora,1998,222
heliomeris multiflora,1998,225
heliomeris multiflora,1998,227
heliomeris multiflora,1998,229
heliomeris multiflora,1998,231
heliomeris multiflora,1998,233
heliomeris multiflora,1998,235
heliomeris multiflora,1998,237
heliomeris multiflora,1998,239
heliomeris multiflora,1999,222
heliomeris multiflora,1999,223
heliomeris multiflora,1999,225
heliomeris multiflora,1999,228
heliomeris multiflora,1999,231
heliomeris multiflora,1999,234
heliomeris multiflora,1999,236
heliomeris multiflora,1999,239
heliomeris multiflora,1999,242
heliomeris multiflora,1999,245
heliomeris multiflora,1999,248
heliomeris multiflora,1999,231
heliomeris multiflora,1999,234
heliomeris multiflora,1999,236
heliomeris multiflora,1999,239
heliomeris multiflora,1999,242
heliomeris multiflora,1999,245
heliomeris multiflora,1999,222
heliomeris multiflora,1999,223
heliomeris multiflora,1999,225
heliomeris multiflora,1999,222
heliomeris multiflora,1999,223
heliomeris multiflora,1999,225
heliomeris multiflora,1999,228
heliomeris multiflora,1999,231
heliomeris multiflora,1999,234
heliomeris multiflora,1999,236
heliomeris multiflora,1999,239
heliomeris multiflora,1999,242
heliomeris multiflora,1999,245
heliomeris multiflora,2000,240
heliomeris multiflora,2000,242
heliomeris multiflora,2000,244
heliomeris multiflora,2000,246
heliomeris multiflora,2000,248
heliomeris multiflora,2000,251
heliomeris multiflora,2000,229
heliomeris multiflora,2000,231
heliomeris multiflora,2000,234
heliomeris multiflora,2001,213
heliomeris multiflora,2001,215
heliomeris multiflora,2001,218
heliomeris multiflora,2001,221
heliomeris multiflora,2001,223
heliomeris multiflora,2001,225
heliomeris multiflora,2001,228
heliomeris multiflora,2001,230
heliomeris multiflora,2001,232
heliomeris multiflora,2001,234
heliomeris multiflora,2001,236
heliomeris multiflora,2001,238
heliomeris multiflora,2001,243
heliomeris multiflora,2001,218
heliomeris multiflora,2001,221
heliomeris multiflora,2001,223
heliomeris multiflora,2001,225
heliomeris multiflora,2001,228
heliomeris multiflora,2001,230
heliomeris multiflora,2001,232
heliomeris multiflora,2001,234
heliomeris multiflora,2001,236
heliomeris multiflora,2001,238
heliomeris multiflora,2001,240
heliomeris multiflora,2001,213
heliomeris multiflora,2001,215
heliomeris multiflora,2001,221
heliomeris multiflora,2001,223
heliomeris multiflora,2001,225
heliomeris multiflora,2001,228
heliomeris multiflora,2001,230
heliomeris multiflora,2001,232
heliomeris multiflora,2001,234
heliomeris multiflora,2001,236
heliomeris multiflora,2001,238
heliomeris multiflora,2001,240
heliomeris multiflora,2001,243
heliomeris multiflora,2001,245
heliomeris multiflora,2001,213
heliomeris multiflora,2001,215
heliomeris multiflora,2001,218
heliomeris multiflora,2001,221
heliomeris multiflora,2001,225
heliomeris multiflora,2001,230
heliomeris multiflora,2001,232
heliomeris multiflora,2001,238
heliomeris multiflora,2001,215
heliomeris multiflora,2001,218
heliomeris multiflora,2001,221
heliomeris multiflora,2001,223
heliomeris multiflora,2001,225
heliomeris multiflora,2001,228
heliomeris multiflora,2001,230
heliomeris multiflora,2001,232
heliomeris multiflora,2001,234
heliomeris multiflora,2001,236
heliomeris multiflora,2001,238
heliomeris multiflora,2002,231
heliomeris multiflora,2002,233
heliomeris multiflora,2002,235
heliomeris multiflora,2002,237
heliomeris multiflora,2003,218
heliomeris multiflora,2003,220
heliomeris multiflora,2003,222
heliomeris multiflora,2003,224
heliomeris multiflora,2003,226
heliomeris multiflora,2003,229
heliomeris multiflora,2003,232
heliomeris multiflora,2003,234
heliomeris multiflora,2003,237
heliomeris multiflora,2003,239
heliomeris multiflora,2003,251
heliomeris multiflora,2003,232
heliomeris multiflora,2003,234
heliomeris multiflora,2003,237
heliomeris multiflora,2004,212
heliomeris multiflora,2004,214
heliomeris multiflora,2004,216
heliomeris multiflora,2004,218
heliomeris multiflora,2004,218
heliomeris multiflora,2004,220
heliomeris multiflora,2004,222
heliomeris multiflora,2004,224
heliomeris multiflora,2004,227
heliomeris multiflora,2004,229
heliomeris multiflora,2004,231
heliomeris multiflora,2004,233
heliomeris multiflora,2004,235
heliomeris multiflora,2004,238
heliomeris multiflora,2004,240
heliomeris multiflora,2004,227
heliomeris multiflora,2004,229
heliomeris multiflora,2004,231
heliomeris multiflora,2004,233
heliomeris multiflora,2004,235
heliomeris multiflora,2004,238
heliomeris multiflora,2004,240
heliomeris multiflora,2004,242
heliomeris multiflora,2004,247
heliomeris multiflora,2004,249
heliomeris multiflora,2004,252
heliomeris multiflora,2004,253
heliomeris multiflora,2005,231
heliomeris multiflora,2005,233
